display,id,object_type,natural_slug,log_level,grouping,message,log_object,absolute_url,job_result__id,created
"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",c930607a-ee8b-47ba-8e2f-33659f38bd04,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia already exists but belongs to Manufacturer Checkpoint, not Check Point. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.550057+01:00
"Unable to get or create a Platform named gaia, Device named FW1-TOK-02 will not have a Platform assigned",095dedec-4545-4ad1-9a42-14f7d5734673,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia, Device named FW1-TOK-02 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:50.552048+01:00
"Unable to update the existing Device named FW1-Cina_new with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",722ea5df-f5c2-45a0-9a06-bc4d58668b64,extras.joblogentry,unknown,error,update,"Unable to update the existing Device named FW1-Cina_new with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:52.219366+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",7c81303a-973c-4f5d-9645-473f5db02589,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:54.239224+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-FDE-01 will not have a Platform assigned",89fda42e-23f7-4c5e-8c1c-034549c0d208,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-FDE-01 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:54.241855+01:00
"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",c8d02c08-d380-4fdf-98f1-a6f337f68575,extras.joblogentry,unknown,warning,create_platform_object,"Platform gaia-embedded already exists but belongs to Manufacturer Check Point, not Checkpoint. Skipping assignment to avoid validation errors.",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:54.317386+01:00
"Unable to get or create a Platform named gaia-embedded, Device named FW1-FDE-02 will not have a Platform assigned",881f8fdb-51e4-42d5-9786-d088e8e86780,extras.joblogentry,unknown,warning,create,"Unable to get or create a Platform named gaia-embedded, Device named FW1-FDE-02 will not have a Platform assigned",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:54.319576+01:00
Unable to perform a validated_save() on Device SW-GT-VMS-Port-Pista with an ID of 94f5b940-48f1-4c4d-961a-377e0cff480f,ab71d8d7-62fb-49c2-8206-5820acb2b82e,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device SW-GT-VMS-Port-Pista with an ID of 94f5b940-48f1-4c4d-961a-377e0cff480f,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.805235+01:00
Unable to perform a validated_save() on Device c9200-Presentazione-Uffici-Fiorano with an ID of 6ea1cc77-54d1-461c-915e-1fd5024af0bf,3afbd2b9-fc05-4682-adb6-2b6f958dd7f2,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device c9200-Presentazione-Uffici-Fiorano with an ID of 6ea1cc77-54d1-461c-915e-1fd5024af0bf,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.842054+01:00
Unable to perform a validated_save() on Device C3850-PRE-EsperienzeFerrari with an ID of a3b501d5-8453-4139-9863-6bdb04f71e55,1e59f1a2-cdb9-46bd-955c-ad66103083ec,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device C3850-PRE-EsperienzeFerrari with an ID of a3b501d5-8453-4139-9863-6bdb04f71e55,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.876433+01:00
Unable to perform a validated_save() on Device AP-EsperienzeFerrari03 with an ID of 48e04ce8-43ae-4d2f-b00d-4564284165af,aaa6f791-5694-419d-a1b7-c9e2c3281036,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-EsperienzeFerrari03 with an ID of 48e04ce8-43ae-4d2f-b00d-4564284165af,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.908484+01:00
Unable to perform a validated_save() on Device c3750-lt234 with an ID of 1b3b3e14-a344-44e3-b026-d3a0369468d1,0fbced2a-2956-45f2-8cdd-7ada4788685d,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device c3750-lt234 with an ID of 1b3b3e14-a344-44e3-b026-d3a0369468d1,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.939416+01:00
Unable to perform validated_save() on Device named c3750-lt234,3ba1e13b-91be-46e8-86c9-a7c18f4b6ec5,extras.joblogentry,unknown,error,_get_or_create_virtual_chassis,Unable to perform validated_save() on Device named c3750-lt234,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.950040+01:00
Unable to update Device c3750-lt234 with an ID of 1b3b3e14-a344-44e3-b026-d3a0369468d1 with VirtualChassis data,edfbe051-8ac4-46d3-8db4-c409f5f51215,extras.joblogentry,unknown,error,create,Unable to update Device c3750-lt234 with an ID of 1b3b3e14-a344-44e3-b026-d3a0369468d1 with VirtualChassis data,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.952544+01:00
Unable to perform a validated_save() on Device c9300-LT233_Presentazione with an ID of 526cbfd1-df6b-491e-9e0f-c0c05f9c9c03,f934b4c6-8342-4994-83c8-2c6016b5b140,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device c9300-LT233_Presentazione with an ID of 526cbfd1-df6b-491e-9e0f-c0c05f9c9c03,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.986297+01:00
Unable to perform validated_save() on Device named c9300-LT233_Presentazione,a03830ad-048a-4b61-8a64-4d413d14968b,extras.joblogentry,unknown,error,_get_or_create_virtual_chassis,Unable to perform validated_save() on Device named c9300-LT233_Presentazione,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.996035+01:00
Unable to update Device c9300-LT233_Presentazione with an ID of 526cbfd1-df6b-491e-9e0f-c0c05f9c9c03 with VirtualChassis data,0c1b0a1d-864d-436e-94c3-8d8f29426b4b,extras.joblogentry,unknown,error,create,Unable to update Device c9300-LT233_Presentazione with an ID of 526cbfd1-df6b-491e-9e0f-c0c05f9c9c03 with VirtualChassis data,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:58.998008+01:00
Unable to perform a validated_save() on Device c9300-LT233_Presentazione-member2 with an ID of 267a2cb6-f6fb-46f3-bcdb-386d31ffaf41,2f21d64a-7c99-4336-aa09-2774a46999ee,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device c9300-LT233_Presentazione-member2 with an ID of 267a2cb6-f6fb-46f3-bcdb-386d31ffaf41,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.029707+01:00
Unable to perform validated_save() on Device named c9300-LT233_Presentazione-member2,46db3bcb-54b8-45e5-8cc0-6c01209cff9d,extras.joblogentry,unknown,error,_get_or_create_virtual_chassis,Unable to perform validated_save() on Device named c9300-LT233_Presentazione-member2,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.039623+01:00
Unable to update Device c9300-LT233_Presentazione-member2 with an ID of 267a2cb6-f6fb-46f3-bcdb-386d31ffaf41 with VirtualChassis data,0aa63cdb-ee0c-461d-a1d4-7242d5e9ffe9,extras.joblogentry,unknown,error,create,Unable to update Device c9300-LT233_Presentazione-member2 with an ID of 267a2cb6-f6fb-46f3-bcdb-386d31ffaf41 with VirtualChassis data,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.041659+01:00
Unable to perform a validated_save() on Device SW-GT-BALOCCO-01 with an ID of df0e3945-f902-405e-b2c5-1c4693394e97,9972c71c-927f-4432-95d6-6f69fc9846f4,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device SW-GT-BALOCCO-01 with an ID of df0e3945-f902-405e-b2c5-1c4693394e97,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.201585+01:00
Unable to perform a validated_save() on Device FW1-BALOCCO-2 with an ID of eac00b94-e563-4da0-a730-b28c64111a18,a1aa1e73-f914-43ea-b070-bed925f6f7f2,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device FW1-BALOCCO-2 with an ID of eac00b94-e563-4da0-a730-b28c64111a18,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.233119+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-02 with an ID of ce9fb331-0582-4750-8d66-1ee697da9194,63cb1793-c852-4fd4-b42b-32c1e1268edc,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-02 with an ID of ce9fb331-0582-4750-8d66-1ee697da9194,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.263842+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-06 with an ID of 3570e594-3661-4e40-bddf-5103fee3724c,2059ffe5-a692-490e-b886-d463eea0499d,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-06 with an ID of 3570e594-3661-4e40-bddf-5103fee3724c,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.296861+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-03 with an ID of 28d82269-e9b5-4ac4-b816-fcbf5acc7a86,0cbf548a-eb80-4204-bdf4-16fc91859550,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-03 with an ID of 28d82269-e9b5-4ac4-b816-fcbf5acc7a86,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.338603+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-04 with an ID of a98d86db-0e76-4800-9abc-d6b6a467739d,2bab2a49-f844-48b8-a702-53fae74cf7a1,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-04 with an ID of a98d86db-0e76-4800-9abc-d6b6a467739d,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.370112+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-01 with an ID of d2e5bd47-603c-45fd-b613-1a0536ffa86a,367e3701-eb92-469a-8c3e-95dcbb821258,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-01 with an ID of d2e5bd47-603c-45fd-b613-1a0536ffa86a,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.408544+01:00
Unable to perform a validated_save() on Device AP-BALOCCO-05 with an ID of dd9c062b-5f92-4eca-9f26-b26d8b23ac17,a22e5a40-e6ee-4e61-8e99-5550a514949a,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device AP-BALOCCO-05 with an ID of dd9c062b-5f92-4eca-9f26-b26d8b23ac17,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.441930+01:00
Unable to perform a validated_save() on Device FW1-BALOCCO-1 with an ID of 68880cb4-4e96-4572-b352-8ccaddf92b60,6947d02c-8aa7-4cdb-b634-ea97db50e470,extras.joblogentry,unknown,error,create,Unable to perform a validated_save() on Device FW1-BALOCCO-1 with an ID of 68880cb4-4e96-4572-b352-8ccaddf92b60,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.480661+01:00
"Unable to update the existing Device named FW1-Mgmt-LAN-1 with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",87435ce9-135f-4316-bd91-fcc951c2cb1a,extras.joblogentry,unknown,error,update,"Unable to update the existing Device named FW1-Mgmt-LAN-1 with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.501008+01:00
"Unable to update the existing Device named fw1-mgmt-1-ha with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",309fc00d-33e0-4a0b-b17a-2a23bc94fad4,extras.joblogentry,unknown,error,update,"Unable to update the existing Device named fw1-mgmt-1-ha with {'vendor': 'Checkpoint', 'platform': 'gaia'}. Error: {'platform': [""The assigned platform is limited to Checkpoint device types, but this device's type belongs to Check Point.""]}",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.523863+01:00
"Multiple Locations found with the name 05.2.1 - SLOUGH, unable to determine which one to delete",22f59b14-dc66-47dc-8264-3487d26451b0,extras.joblogentry,unknown,error,delete,"Multiple Locations found with the name 05.2.1 - SLOUGH, unable to determine which one to delete",,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:40:59.834223+01:00
Sync complete.,a45a9a9e-ce43-4779-a4e6-931d899154a7,extras.joblogentry,unknown,info,sync_data,Sync complete.,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:41:00.129703+01:00
Job completed,c1390259-52fc-4ae6-aaad-123e90c86271,extras.joblogentry,unknown,success,post_run,Job completed,,,5ae6512d-cdec-48c5-8469-de60c69a0f55,2026-03-26T14:41:10.937245+01:00
